Study_Hours,Sleeping_Hours,Social_Media_Usage,Playing_Hours,Previous_Score,Attendance,Pass
8.767930832880342,9.340032050905398,3.1469931906763127,2.839726152763147,65.0,76.0,1
6.609683141448022,6.027970941109215,3.4787434449230856,4.577441487940209,83.0,85.0,1
3.9780822236738427,6.253497715839664,2.272705323838866,0.1697298929289942,64.0,78.0,1
1.5720251525742128,4.563891639045214,3.137790400420317,3.4871013362341996,56.0,87.0,0
,7.469680845977043,2.921571559615501,1.4867450368627537,52.0,82.0,1
3.9266498982407234,4.2156536427804525,4.505790052454945,4.621980976882652,59.0,86.0,1
7.566455605042576,6.793588108794761,0.22723190170728935,4.855291225826839,64.0,76.0,1
6.738017242196918,7.25586780824546,1.4048159479611515,4.721332445567169,43.0,82.0,1
8.98491468318694,5.719247512769707,4.752057420382794,2.371071083287319,49.0,53.0,1
5.249934326457543,7.5449995634140645,4.4513189194545815,4.310213254946567,42.0,71.0,0
2.0763482134447155,4.183001499634297,2.278283763928565,4.222746992675352,80.0,51.0,0
7.419203085006955,4.224089132495287,3.1006629890076836,1.5955023662162782,84.0,59.0,1
7.847065437552077,8.935603363957949,1.3869059149056633,4.144577370753387,57.0,54.0,1
6.051494778125466,6.161143848467577,0.9406057986188066,0.1850381735774631,86.0,59.0,1
7.938704619591049,4.762363075911309,2.3184920246999106,2.981349392410265,75.0,82.0,1
5.444160367279517,7.133459560328826,1.766761140130264,1.1500441864385151,86.0,87.0,1
5.704595464437946,8.619961318591665,2.9182805592543604,0.602834428886394,61.0,62.0,1
4.847869165226946,5.294926164981059,0.3886731848249242,0.3847660081460458,73.0,80.0,1
1.2287721406968566,7.737342854914002,4.8719740383308325,3.4814438793906985,86.0,96.0,1
1.97102284293974,4.512084789962608,4.931053722398015,1.6993748188403308,47.0,85.0,0
1.2828626711806081,4.310090327011646,3.490808570098726,3.6238338576438074,79.0,94.0,1
,,2.680481831720602,,,73.0,1
3.82920382968694,7.243810729660639,1.5476380814316388,1.5764516891530516,83.0,64.0,1
5.577136220482325,7.824579408989239,4.068975098534743,2.697456461876686,58.0,78.0,1
9.168098265334837,8.35654800233597,3.4236558627693965,3.953615824194818,81.0,57.0,1
3.2436300623398746,9.855112476775208,0.8130846967244565,1.5937625146603496,80.0,54.0,1
4.693446307320667,7.097802089807172,4.554635922469212,3.1294568821850453,76.0,78.0,1
,5.937738837647476,4.112686214615845,4.429888741180935,,96.0,1
3.059183489424602,8.771117168612221,4.74899956645962,3.0793159409115227,91.0,53.0,1
1.6928191884591368,5.624993507572445,3.6285975419418,1.164797373768169,65.0,61.0,0
3.6077630762239123,6.633828524233817,3.0670759796789495,0.1220039077826901,73.0,94.0,1
2.4509915852860398,4.470738288053596,2.0912151814530944,4.350494369504649,98.0,51.0,1
9.367278871083158,4.152104460492745,4.663642416770067,0.10634705425193569,95.0,76.0,1
8.273083416079754,9.77589048806755,4.330319447502042,4.3735083634209975,98.0,80.0,1
6.700633808593811,9.015880723073234,0.22609335053094703,2.64468567013606,84.0,85.0,1
8.84314531168946,8.175845236562187,0.13183487248626002,4.695338492564481,45.0,85.0,1
8.23304869209203,6.45371766648562,1.8823168343902479,3.993916178868327,76.0,75.0,1
2.6791305299743224,5.039765920425075,4.052766653909164,4.989670552666688,96.0,92.0,1
9.0330309864098,4.938622256026516,4.936380646574722,1.7535590772585508,72.0,76.0,1
5.854080177240856,5.501457388987572,0.7520844555176409,3.8359414446556346,92.0,54.0,1
8.266961396476564,7.295359988236723,2.9706535767606757,2.009654568046211,61.0,69.0,1
9.06482169931144,8.287575536200375,1.9044542831551077,2.3993781015195443,60.0,60.0,1
3.8620312747467747,7.961184260306387,4.8495719890730165,3.1375273160918504,45.0,59.0,0
1.9904673207490908,5.679603381675657,4.210594615678543,4.368385570931694,45.0,89.0,0
3.051416462877475,9.729191683979165,4.1916435235556895,4.9204173459964755,94.0,87.0,1
4.843970097636307,8.427381500174612,2.3434657989748513,3.841367069322591,87.0,55.0,1
8.362132893302437,7.326124315068404,2.074097511688326,2.088833910836669,43.0,57.0,1
8.74657524930709,7.670324477406114,1.3670353596535312,2.106785011385351,69.0,72.0,1
1.0625691747807164,6.517600374566739,0.2818774832546356,3.6879115079444573,50.0,96.0,1
5.596725723198092,5.486385937006945,4.323611881275266,1.1938857288415117,69.0,75.0,1
4.7566990283390105,6.135836071907569,4.064505045650388,0.5523705656569733,70.0,95.0,1
2.9989702942365724,8.547076662786214,4.998588366430653,1.7731107882038826,63.0,92.0,1
2.0787883060031453,4.086360931778535,4.983184185369527,1.4361949582704088,94.0,61.0,1
4.038536542632651,4.696435843041497,2.7771585280131372,1.4815406022799504,48.0,75.0,1
9.486187335212673,4.2760158521305165,3.8449370759025525,1.1680387552495497,94.0,62.0,1
3.908826388186797,4.244372813913821,4.72382864941214,0.21046594818180941,42.0,89.0,1
5.669115595690295,9.132763504066043,4.248236953387058,0.08936967366706905,90.0,67.0,1
7.3271706300566,8.221947156280141,1.2367405087159882,4.938611948680157,70.0,74.0,1
4.272666421413646,6.845042974523951,2.2527206765504677,,79.0,,1
9.746038744488645,4.587004963906009,0.6457970757574749,1.9216332357984083,76.0,96.0,1
9.662025654479,6.949695250700994,4.770255136293612,3.3982364134653493,75.0,89.0,1
,,,,63.0,92.0,1
5.475236553031469,5.039211219460091,1.1432140275173137,4.749805919751127,70.0,61.0,1
3.707904788350927,6.603109895427838,3.3585034220292838,3.9317250720777603,45.0,93.0,1
3.5635644493972087,6.39102840638424,3.090641202289479,0.44705501156129757,41.0,85.0,1
1.3319825261907952,7.695100588313299,1.7908135901642024,2.087903878924642,59.0,97.0,1
6.486079005819072,7.810561905205863,0.5677879609981451,4.395591537810823,67.0,53.0,1
5.524111209059753,4.2718240586322676,3.357865977963998,4.723660111457051,50.0,54.0,0
1.463308761249904,6.247675687758827,2.6015385045189667,2.3370075562493486,43.0,86.0,0
3.507818178129503,7.755159494285419,3.8615919586781966,3.0670569460535386,54.0,57.0,0
9.174392973699883,7.018817551480526,2.600817505559967,0.8351697304603761,45.0,91.0,1
3.1560570160027517,9.138939047129934,4.2609075015927,4.955843130684883,93.0,98.0,1
2.304053848821008,7.95216178971367,2.759534193872428,1.1583585069172169,88.0,77.0,1
5.405074842498067,4.977606562488578,2.8046898576769315,4.713658870675628,69.0,80.0,1
9.870854086995406,4.423412484402579,4.383268013291725,3.2482332449618423,95.0,58.0,1
3.178497443603504,7.854515669237894,2.0174143310619854,3.0386839743942957,77.0,78.0,1
7.049219926652907,4.159067863249731,0.6700761422532037,2.563442555082543,90.0,63.0,1
7.854576537958458,7.51465348764078,0.14391338156669486,1.1533490585887933,96.0,89.0,1
3.1387378959315972,9.641381448549746,3.775686278368095,0.8826401600275413,41.0,90.0,1
7.553947137506736,7.452845067255273,3.1015477567673235,1.1024310453508768,54.0,71.0,1
4.3100481944732785,,,0.9321913107212726,,60.0,0
6.690752475342215,7.859729310654119,1.0648208075445535,3.8979223678337664,47.0,72.0,1
6.7017673968480524,6.749517342949099,0.6818573779338488,1.7506262958336505,65.0,50.0,1
5.821972156672826,7.273700735895609,0.07272332833940964,,90.0,,1
1.8126079304896747,9.648788852659152,1.7529377940329849,4.845513150704057,84.0,86.0,1
8.51772246030314,6.316615826804646,2.9495884342731653,4.4189294248171285,83.0,70.0,1
3.8870205847456223,9.767143382943486,1.9612202254986615,4.638761415976065,44.0,75.0,0
2.678666593598688,9.432103851736382,2.1873746101186455,4.974539113232177,45.0,95.0,1
1.3669762739928752,5.174746808735779,4.520793472468742,0.8694762460974365,65.0,85.0,0
6.318036488694176,4.416167805250993,1.7412773351165018,1.9812100945132938,93.0,72.0,1
,4.60466800826456,2.569947445799054,3.7911923785204564,43.0,,0
1.1492904603507053,4.109330953909298,3.9182650637057153,3.480103090268961,58.0,89.0,0
5.608837524693529,4.56665776453557,1.9827139116063508,0.7694795316992753,59.0,64.0,1
3.0384619767814414,8.09804064049814,3.1104335011393673,4.079165624953089,72.0,70.0,1
6.806555113685048,4.427131890761374,4.311818543733726,1.1222028591833033,59.0,96.0,1
2.569297861044923,5.913853781762568,4.747603118288211,1.1190880741131153,88.0,58.0,1
7.218439642922194,9.069251865816728,0.7353674046451897,2.6848721144670677,51.0,58.0,1
4.480618116704837,4.139631614414955,4.632938125807472,2.9646996742085157,86.0,59.0,1
9.43056989863061,8.886810895533614,2.460581465397691,2.9004310391890558,40.0,75.0,1
2.2376884973139393,5.691128648640399,1.2912219414947916,0.45743418698877436,65.0,90.0,1
4.069597159452327,4.7089889657299375,2.2956787811913064,4.387304313151902,53.0,84.0,1
2.021261691165302,8.180422992184905,4.900162876427386,1.3280002129435302,77.0,74.0,1
9.322242564507064,7.773657080679304,2.463090469964348,0.6475746064140209,76.0,75.0,1
8.896054180428829,9.264832081162318,1.643758051437541,4.443740399344886,50.0,60.0,1
3.3214746494364005,8.410426262823314,3.167004271583629,4.778257491148767,75.0,87.0,1
6.939856414307611,8.820885582309092,1.2007280938909655,4.310638086327253,52.0,51.0,1
8.354999801810942,5.692207435427839,0.3793166405433196,4.04758037362439,82.0,56.0,1
5.996807304395161,5.064637262678337,0.6443986095532461,3.2762099031951086,42.0,67.0,1
5.766855205204059,8.50368850984515,0.6402291947888622,2.7542868530456968,72.0,76.0,1
3.1766706181040654,,,0.4349337995570507,,83.0,1
1.837924910253093,9.94303085200404,0.6941358632470507,2.0422660653534934,89.0,76.0,1
9.074941821579941,6.475706061468559,3.2043737240160732,1.86344258506157,95.0,66.0,1
9.103762514469974,6.232108514756699,0.9094004219957241,1.2987689188016311,49.0,92.0,1
6.697913115459412,8.65847776445198,1.728336416619316,3.6171005684429245,44.0,93.0,1
4.051268119438307,6.0448212415181075,4.483942049530059,2.4793786753938543,62.0,73.0,1
4.142886171513948,9.584543953621388,2.3698082013143615,0.40523107953823967,49.0,74.0,1
7.533601109832154,9.15047651105807,3.3377886926051357,1.1009160097490567,83.0,56.0,1
9.073992339573193,6.5739641642501105,0.8615993560081492,3.4162938182979796,41.0,55.0,1
8.983777818386056,8.505226406748985,0.9614450940433539,0.3806542974515009,52.0,73.0,1
8.018879912718614,8.527257244508094,0.20434308133239432,4.256034570243844,79.0,82.0,1
5.444160367279517,7.133459560328826,1.766761140130264,1.1500441864385151,86.0,87.0,1
2.650640588680904,5.4234945249808,2.2422276098915987,0.876856393117248,53.0,54.0,0
6.467903667112945,8.768867821249891,0.7149584102641793,1.4856085781158752,56.0,60.0,1
3.1387378959315972,9.641381448549746,3.775686278368095,0.8826401600275413,41.0,90.0,1
1.0625691747807164,6.517600374566739,0.2818774832546356,3.6879115079444573,50.0,96.0,1
8.84314531168946,8.175845236562187,0.13183487248626002,4.695338492564481,45.0,85.0,1
9.881982429404655,5.761551065586961,4.816112697203057,3.4613828225892624,54.0,55.0,1
,4.60466800826456,2.569947445799054,3.7911923785204564,43.0,,0
6.806555113685048,4.427131890761374,4.311818543733726,1.1222028591833033,59.0,96.0,1
6.962700559185838,9.569911375526353,4.736242886919293,0.532991265668859,62.0,91.0,1
